Incident.Date,State,CityCounty,Address,Killed,Injured
13-Feb-18,Pennsylvania,Philadelphia,5200 block of Walnut St,0,1
13-Feb-18,Pennsylvania,Philadelphia,500 W Erie Ave,0,1
13-Feb-18,Pennsylvania,Coatesville,US Rte 30 W,0,1
12-Feb-18,Pennsylvania,York,200 block of S Penn St,1,1
12-Feb-18,Pennsylvania,Allentown,3712 Hamilton Blvd,0,0
12-Feb-18,Pennsylvania,Philadelphia,Benner St and Harbison Ave,0,0
12-Feb-18,Pennsylvania,Dauphin (county),N/A,0,0
12-Feb-18,Pennsylvania,Hummelstown,Thistledown Dr,0,0
11-Feb-18,Pennsylvania,Wilkes Barre (Ashley),2300 PA 309,0,1
11-Feb-18,Pennsylvania,Pittsburgh,Brushton Ave and Bennett St,1,0
11-Feb-18,Pennsylvania,Philadelphia,4300 block of N 4th St,0,0
11-Feb-18,Pennsylvania,Scranton,419 Pittston Ave,0,0
11-Feb-18,Pennsylvania,Harrisburg,600 block of Boas St,0,0
11-Feb-18,Pennsylvania,Philadelphia,75th St and Elmwood Ave,1,2
11-Feb-18,Pennsylvania,Philadelphia,800 block of W Huntingdon St,1,0
11-Feb-18,Pennsylvania,Harrisburg,N 2nd St and Barbara St,0,1
11-Feb-18,Pennsylvania,York,564 N Pershing Ave,0,0
11-Feb-18,Pennsylvania,Kingston,John St,0,0
11-Feb-18,Pennsylvania,Philadelphia,66th St and Guyer Ave,1,0
11-Feb-18,Pennsylvania,York,4375 W Market St,0,0
10-Feb-18,Pennsylvania,Scranton,1500 block of Prospect Ave,0,0
10-Feb-18,Pennsylvania,Carbondale,Main St,0,0
10-Feb-18,Pennsylvania,Philadelphia,200 block of E Ontario St,0,1
10-Feb-18,Pennsylvania,Philadelphia,56th St and Locust St,1,0
10-Feb-18,Pennsylvania,Philadelphia,5100 block of Westminster Ave,0,1
10-Feb-18,Pennsylvania,Lancaster,100 block of Fairview Ave,1,1
10-Feb-18,Pennsylvania,Mercersburg,Dutchtown Rd,0,0
10-Feb-18,Pennsylvania,Philadelphia,300 block of E Queen Ln,1,0
10-Feb-18,Pennsylvania,Pittsburgh (Churchill),Horner Dr and Churchill Rd,0,1
10-Feb-18,Pennsylvania,Brownsville,305 Clover St,0,2
10-Feb-18,Pennsylvania,Oaks,100 Station Ave,0,0
10-Feb-18,Pennsylvania,Pittsburgh,7200 block of Stranahan St,1,0
9-Feb-18,Pennsylvania,Washington,Weaver Run Rd,1,0
9-Feb-18,Pennsylvania,York,Pine St and Walnut St,0,0
9-Feb-18,Pennsylvania,Philadelphia,7901 State Rd,0,1
8-Feb-18,Pennsylvania,Bath,214 E Northampton St,0,0
8-Feb-18,Pennsylvania,Carbondale,129 Dundaff St,0,1
8-Feb-18,Pennsylvania,Scranton,1378 N Washington Ave,0,0
8-Feb-18,Pennsylvania,York,NA,0,2
6-May-18,Rhode Island,Providence,Bodell Ave,0,0
3-May-18,Rhode Island,Providence,Waverly St,0,0
30-Apr-18,Rhode Island,Lincoln,927 Smithfield Ave,0,1
29-Apr-18,Rhode Island,Providence,21 Atwells Ave,0,0
29-Apr-18,Rhode Island,Foster,Cucumber Hill Rd,0,1
29-Apr-18,Rhode Island,Providence,95 Waldo St,0,0
27-Apr-18,Rhode Island,Providence,111 Adelaide Ave,0,0
27-Apr-18,Rhode Island,Hope Valley,33 Wheeler Ln,0,0
26-Apr-18,Rhode Island,Providence,824 Charles St,0,1
26-Apr-18,Rhode Island,Providence,Hamilton St and Congress Ave,0,1
25-Apr-18,Rhode Island,Coventry,Washington St,0,0
24-Apr-18,Rhode Island,Newport,90 Girard Ave,0,1
24-Apr-18,Rhode Island,Coventry,Linwood Dr,0,0
23-Apr-18,Rhode Island,Cranston,138 Waite Ave,0,0
20-Apr-18,Rhode Island,Cranston,Garfield Ave,0,0
19-Apr-18,Rhode Island,Providence,112 Briggs St,0,1
18-Apr-18,Rhode Island,Providence,Penn St,0,0
18-Apr-18,Rhode Island,Providence,890 River Ave,0,0
15-Apr-18,Rhode Island,Pawtucket,Main St and Lonsdale Ave,0,1
12-Apr-18,Rhode Island,Providence,1 Dorrance St,0,0
11-Apr-18,Rhode Island,Providence,Carpenter St,0,0
11-Apr-18,Rhode Island,Providence,Cromwell St,0,0
10-Apr-18,Rhode Island,Providence,2 State St,0,0
9-Apr-18,Rhode Island,Pawtucket,635 Main St,0,0
7-Apr-18,Rhode Island,Warwick,128 Fern St,2,0
4-Apr-18,Rhode Island,Tiverton,222 Pelletier Ln,0,1
2-Apr-18,Rhode Island,Providence,Progress Ave,0,0
26-Mar-18,Rhode Island,Pawtucket,136 Park St,0,1
25-Mar-18,Rhode Island,Coventry,200 Woodland Dr,0,0
15-Mar-18,Rhode Island,Smithfield,3 Ursula Rd,0,0
12-Mar-18,Rhode Island,Providence,707 Douglas Ave,0,1
12-Mar-18,Rhode Island,Woonsocket,176 Morin Heights Blvd,0,0
10-Mar-18,Rhode Island,Central Falls,N/A,0,0
6-Mar-18,Rhode Island,Portsmouth,North Dr,0,0
6-Mar-18,Rhode Island,Providence,68 Radcliffe St,0,1
3-Mar-18,Rhode Island,Providence,361 Resevoir Ave,0,0
1-Mar-18,Rhode Island,Providence,208 Jewett St,2,0
28-Feb-18,Rhode Island,Cranston,Cranston St,0,0
27-Feb-18,Rhode Island,Central Falls,579 Hunt St,0,0
24-Feb-18,Rhode Island,Providence,74 Bellevue Ave,0,0
21-Feb-18,Rhode Island,Providence,Broad St,0,0
20-Feb-18,Rhode Island,Providence,Salina St and Longmont St,0,0
17-Feb-18,Rhode Island,Providence,Elmhurst Ave,0,0
16-Feb-18,Rhode Island,Providence,Cliff St,0,1
16-Feb-18,Rhode Island,Pawtucket,273 Weeden St,0,1
16-Feb-18,Rhode Island,Providence,309 Point St,0,0
14-Feb-18,Rhode Island,Providence,89 Verndale Ave,0,1
11-Feb-18,Rhode Island,Central Falls,19 Richardson St,1,0
10-Feb-18,Rhode Island,Exeter,S County Trail,0,0
8-Feb-18,Rhode Island,Pawtucket,40 Calder St,0,0
4-Feb-18,Rhode Island,Providence,21 Atwells Ave,0,0
30-Jan-18,Rhode Island,Pawtucket,Quincy Ave,0,0
28-Jan-18,Rhode Island,Providence,Regent Ave and Bergen St,0,0
26-Jan-18,Rhode Island,Providence,257 Allens Ave,0,0
25-Jan-18,Rhode Island,Providence,Havana St and General St,0,0
24-Jan-18,Rhode Island,Providence,31 Harriet St,0,1
24-Jan-18,Rhode Island,Providence,Cranston St and  Althea St,0,1
24-Jan-18,Rhode Island,Providence,Hillhurst Ave,0,0
23-Jan-18,Rhode Island,Providence,10-12 Monticello St,0,0
23-Jan-18,Rhode Island,Central Falls,Dexter St and Rand St,0,0
23-Jan-18,Rhode Island,Providence,47-79 Michigan Ave,1,0
22-Jan-18,Rhode Island,Providence,Riverdale St and Manton Ave,0,1
21-Jan-18,Rhode Island,Providence,Veazie St and Douglas Ave,0,0
21-Jan-18,Rhode Island,Providence,Broad St,0,1
21-Jan-18,Rhode Island,Providence,62 Ashmount St,0,0
19-Jan-18,Rhode Island,Providence,71 Babcock St,0,0
18-Jan-18,Rhode Island,Providence,Ledge St,0,0
17-Jan-18,Rhode Island,Providence,850 Manton Ave,0,0
16-Jan-18,Rhode Island,Providence,Randall St and North Main St,0,0
15-Jan-18,Rhode Island,Providence,12 Rockland Ave,0,1
15-Jan-18,Rhode Island,Providence,1 Providence Pl,0,1
14-Jan-18,Rhode Island,Providence,194 Adelaide Ave,0,0
12-Jan-18,Rhode Island,Providence,Berkshire St and Admiral St,0,0
10-Jan-18,Rhode Island,Providence,182 Thurbers Ave,0,0
2-Jan-18,Rhode Island,Providence,15 Smithfield Rd,0,0
1-Jan-18,Rhode Island,Providence,334 S Water St,0,1
1-Jan-18,Rhode Island,Providence,25 Unit St,1,0
20-Dec-17,Rhode Island,Cranston,19 Bain St,0,1
16-Dec-17,Rhode Island,Providence,50 Laurel Hill Ave.,0,0
12-Dec-17,Rhode Island,Pawtucket,185 Harrison St,0,1
7-Dec-17,Rhode Island,Providence,84 Cumerford St,0,0
3-Dec-17,Rhode Island,Providence,916 Atwells Ave,0,0
25-Nov-17,Rhode Island,Pawtucket,34 Beechwood Ave,1,1
24-Nov-17,Rhode Island,Woonsocket,Bentley St,0,0
22-Nov-17,Rhode Island,Providence,Lowell Ave,0,0
22-Nov-17,Rhode Island,Providence,Croyland Rd and Oxford St,0,2
22-Nov-17,Rhode Island,Providence,57 Fairmount Ave,0,1
18-Nov-17,Rhode Island,Cranston,Cranston St and Gladstone St,0,0
12-Nov-17,Rhode Island,Providence,Waldo St,0,0
9-Nov-17,Rhode Island,Providence,Memorial Blvd and I-95,1,1
5-Nov-17,Rhode Island,Providence,43 Russo St,0,0
31-Oct-17,Rhode Island,Providence,62 Nicholas Brown Yards,1,1
29-Oct-17,Rhode Island,Providence,N/A,0,0
28-Oct-17,Rhode Island,Providence,334 S Water St,0,0
28-Oct-17,Rhode Island,Foster,Tunk Hill Rd,0,1
28-Oct-17,Rhode Island,Pawtucket,Armistice Blvd,0,0
27-Oct-17,Rhode Island,Central Falls,175 Cross St,0,1
25-Oct-17,Rhode Island,Lincoln,Grafton St,0,1
25-Oct-17,Rhode Island,Woonsocket,S Main St and Shove St,0,0
18-Oct-17,Rhode Island,Smithfield,Barnes St,0,0
16-Oct-17,Rhode Island,Providence,N Main St and Pleasant St,0,0
15-Oct-17,Rhode Island,Providence,Westminster and Bridgham St,0,0
14-Oct-17,Rhode Island,Providence,1000 Elmwood Ave,1,0
14-Oct-17,Rhode Island,Providence,Red Wing St,0,1
13-Oct-17,Rhode Island,Cranston,14 Stayton St,0,0
12-Oct-17,Rhode Island,Warwick,Major Potter Rd and Quaker Ln,0,0
11-Oct-17,Rhode Island,Pawtucket,155 Mendon Ave,0,0
7-Oct-17,Rhode Island,Providence,1137 Broad St,0,0
7-Oct-17,Rhode Island,Providence,55 Ridgeway Ave,0,1
7-Oct-17,Rhode Island,Providence,Friendship St,1,1
28-Sep-17,Rhode Island,Providence,Dorrance St and Friendship St,0,0
26-Sep-17,Rhode Island,Providence,110 Paul St,0,0
24-Sep-17,Rhode Island,Providence,Broadway and Vinton St,0,1
21-Sep-17,Rhode Island,Providence,Rushmore Ave and Maynard St,0,2
16-Sep-17,Rhode Island,Providence,315 Broad St,0,1
14-Sep-17,Rhode Island,Providence,Corinth St,0,0
13-Sep-17,Rhode Island,Providence,199 Oxford St,0,0
12-Sep-17,Rhode Island,Providence,87 Carolina Ave,0,0
11-Sep-17,Rhode Island,Cranston,173 Gladstone St,0,0
9-Sep-17,Rhode Island,Cranston,527 Pontiac Ave,0,0
2-Sep-17,Rhode Island,Providence,168 Stanwood St,0,0
29-Aug-17,Rhode Island,Pawtucket,Brewster St,0,0
25-Aug-17,Rhode Island,Pawtucket,Pine St and Bayley St,0,0
24-Aug-17,Rhode Island,Providence,101 Ford St,0,1
22-Aug-17,Rhode Island,Johnston,4 Dante Ave,0,0
19-Aug-17,Rhode Island,Providence,Cranston St,0,0
18-Aug-17,Rhode Island,Central Falls,Sumner Ave,0,1
16-Aug-17,Rhode Island,Providence,Warren St,0,0
14-Aug-17,Rhode Island,Providence,11 Eagle St,0,1
11-Aug-17,Rhode Island,Cranston,Narragansett Blvd,0,0
10-Aug-17,Rhode Island,Providence,Broad St,0,0
6-Aug-17,Rhode Island,Providence,Pine and Garnet Street,0,1
5-Aug-17,Rhode Island,Providence,278 Manton Ave,0,2
4-Aug-17,Rhode Island,Cranston,46 Frances Ave,0,1
3-Aug-17,Rhode Island,East Greenwich,I-95,0,0
3-Aug-17,Rhode Island,Providence,N/A,0,1
1-Aug-17,Rhode Island,Providence,268 Hartford Ave,0,0
31-Jul-17,Rhode Island,Providence,Donelson St and June St,1,0
28-Jul-17,Rhode Island,Central Falls,558 Roosevelt Ave,0,0
28-Jul-17,Rhode Island,Providence,130 Hudson St,0,0
27-Jul-17,Rhode Island,Providence,190 Gallup St,0,0
25-Jul-17,Rhode Island,Providence,61 Ledge St,0,0
25-Jul-17,Rhode Island,Lincoln,Route 146,0,0
23-Jul-17,Rhode Island,Providence,Plainfield St and Deborah St,0,0
23-Jul-17,Rhode Island,Providence,Manton Ave and Dearborn St,0,2
23-Jul-17,Rhode Island,Providence,Vineyard St and Hawthorne St,0,0
19-Jul-17,Rhode Island,Providence,Clym and Berkshire,0,1
19-Jul-17,Rhode Island,Providence,N/A,0,0
18-Jul-17,Rhode Island,Cranston,15 Edgewood Ave,1,0
12-Jul-17,Rhode Island,Providence,360 Plainfield St,0,1
12-Jul-17,Rhode Island,Providence,160 Benedict,0,0
11-Jul-17,Rhode Island,Pawtucket,140 Saratoga Ave,0,0
9-Jul-17,Rhode Island,Providence,Newark St,0,1
9-Jul-17,Rhode Island,Pawtucket,25 McCallum Ave,0,0
9-Jul-17,Rhode Island,North Smithfield,7 Dowling Village Blvd,0,0
9-Jul-17,Rhode Island,Providence,923 Atwells Ave,0,0
7-Jul-17,Rhode Island,Providence,Friendship St,0,0
6-Jul-17,Rhode Island,Coventry,Main St,0,0
4-Jul-17,Rhode Island,Pawtucket,25 McCallum Ave,0,0
4-Jul-17,Rhode Island,Providence,102 Princeton Ave,0,1
2-Jul-17,Rhode Island,Providence,31 Salmon St,0,0
2-Jul-17,Rhode Island,Providence,Handy St,0,1
1-Jul-17,Rhode Island,Providence,1137 Broad St,1,0
30-Jun-17,Rhode Island,West Kingston (Richmond),I-95,0,0
28-Jun-17,Rhode Island,Providence,48 June St,0,1
25-Jun-17,Rhode Island,Providence,22 Hilltop Ave,0,0
25-Jun-17,Rhode Island,Providence,Potters Ave and Cahill Ave,0,1
25-Jun-17,Rhode Island,Providence,458 Union Ave,0,0
24-Jun-17,Rhode Island,Providence,49 Grape St,0,0
22-Jun-17,Rhode Island,West Greenwich,I-95,0,0
20-Jun-17,Rhode Island,Providence,23 Emmett St,0,0
20-Jun-17,Rhode Island,Providence,Eddy St and Thurbers Ave,0,0
19-Jun-17,Rhode Island,Providence,1015 Douglas Ave,0,0
18-Jun-17,Rhode Island,Providence,61 What Cheer Ave,0,1
16-Jun-17,Rhode Island,Warwick,I-95 and Jefferson Blvd,0,0
12-Jun-17,Rhode Island,Providence,Robin St,0,2
11-Jun-17,Rhode Island,Providence,Broad St and Sumter St,1,0
7-Jun-17,Rhode Island,Coventry,50 Murray St,0,1
6-Jun-17,Rhode Island,Cranston,23 Grove Ave,0,0
6-Jun-17,Rhode Island,Providence,N/A,0,0
5-Jun-17,Rhode Island,Providence,60 Hartford Ave,1,1
5-Jun-17,Rhode Island,Cranston,20 Sprague Ave,0,1
4-Jun-17,Rhode Island,Providence,740 Plainfield St,0,1
4-Jun-17,Rhode Island,Providence,232 Pavilion Ave,0,0
4-Jun-17,Rhode Island,Cranston,Terrace Ave and Bailey St,0,0
3-Jun-17,Rhode Island,Providence,Richmond St and Elm St,0,1
2-Jun-17,Rhode Island,Providence,184 Holden St,0,0
2-Jun-17,Rhode Island,Pawtucket,Sherman St,0,0
29-May-17,Rhode Island,Providence,Broadway and Marshall,0,0
28-May-17,Rhode Island,Cranston,1000 New London Ave,0,0
28-May-17,Rhode Island,Providence,1 Miner St,0,1
26-May-17,Rhode Island,East Greenwich,Division Rd,0,0
26-May-17,Rhode Island,Pawtucket,Sherman St,0,0
25-May-17,Rhode Island,Central Falls,N/A,0,0
25-May-17,Rhode Island,Pawtucket,100 block of Magill St,0,0
23-May-17,Rhode Island,Providence,24 Greeley St,0,0
17-May-17,Rhode Island,Providence,148 Suffolk St,0,0
16-May-17,Rhode Island,Providence,666 Prairie Ave,0,0
15-May-17,Rhode Island,Providence,98 Doyle Ave,0,1
13-May-17,Rhode Island,Providence,Julian St and Kossuth St,0,0
11-May-17,Rhode Island,Wyoming,38 Kingston Rd,0,0
8-May-17,Rhode Island,Pawtucket,N/A,0,0
7-May-17,Rhode Island,Providence,677 Valley St,0,3
6-May-17,Rhode Island,Providence,40 Montrose St,0,1
4-May-17,Rhode Island,Warwick,N/A,0,0
28-Apr-17,Rhode Island,Providence,Linwood Ave,0,0
26-Apr-17,Rhode Island,Block Island,N/A,0,0
25-Apr-17,Rhode Island,Central Falls,Parker St,0,1
25-Apr-17,Rhode Island,Providence,50 Prairie Ave,0,0
25-Apr-17,Rhode Island,Providence,Gallup St,0,0
24-Apr-17,Rhode Island,Pawtucket,210 West Ave,0,0
23-Apr-17,Rhode Island,Providence,Eastwood Ave and Dewey St,0,0
23-Apr-17,Rhode Island,Central Falls,4 King St,1,0
22-Apr-17,Rhode Island,Warwick,2680 W Shore Rd,0,0
22-Apr-17,Rhode Island,Warwick,150 Gordon Ave,0,0
21-Apr-17,Rhode Island,West Kingston (Richmond),Old Mountain Rd,0,0
17-Apr-17,Rhode Island,Providence,N/A,0,0
8-Apr-17,Rhode Island,Providence,334 Elmwood Ave,0,2
2-Apr-17,Rhode Island,Providence,66 Ashmont St,0,0
2-Apr-17,Rhode Island,Pawtucket,223 East Street,0,0
27-Mar-17,Rhode Island,Providence,53 March St,0,0
27-Mar-17,Rhode Island,Pawtucket,Halliday St,0,0
24-Mar-17,Rhode Island,Providence,N/A,0,0
23-Mar-17,Rhode Island,Warwick,87 Pontiac St,0,0
23-Mar-17,Rhode Island,Woonsocket,66 Cass Ave,0,0
22-Mar-17,Rhode Island,Providence,Prairie Ave and Mystic St,0,1
22-Mar-17,Rhode Island,Cranston,Phoenix Ave and Atwood Ave,0,0
22-Mar-17,Rhode Island,Providence,Somerset St and Pine St,0,0
19-Mar-17,Rhode Island,Providence,66 Pembroke Avenue,0,1
16-Mar-17,Rhode Island,Coventry,Greenhouse Rd,0,0
14-Mar-17,Rhode Island,Providence,Salina St,0,0
12-Mar-17,Rhode Island,Providence,Audrey St,0,1
5-Mar-17,Rhode Island,Central Falls,154 Earle St,0,4
4-Mar-17,Rhode Island,Woonsocket,27 Foundry St,0,2
2-Mar-17,Rhode Island,Providence,672 Broad St,0,1
25-Feb-17,Rhode Island,Providence,Ontario St and Niagara St,0,0
25-Feb-17,Rhode Island,Providence,S Water St and James St,0,2
20-Feb-17,Rhode Island,Central Falls,189 Washington St,0,1
11-Feb-17,Rhode Island,Providence,387 Atwells Ave,0,0
10-Feb-17,Rhode Island,Providence,Branch Ave and Hawkins St,0,2
8-Feb-17,Rhode Island,Harrisville (Burrillville),RI 102,0,0
8-Feb-17,Rhode Island,North Scituate (Scituate),N/A,0,0
8-Feb-17,Rhode Island,Pawtucket,724 Central Ave,0,0
3-Feb-17,Rhode Island,Providence,241 Gordon Ave,0,0
3-Feb-17,Rhode Island,Warwick,Beatrice Ave,0,1
3-Feb-17,Rhode Island,Providence,Branch Ave,0,0
2-Feb-17,Rhode Island,Barrington,Maple Avenue and Kirby Street,0,1
31-Jan-17,Rhode Island,Providence,Laurel Hill Ave and Dorchester Ave,0,1
31-Jan-17,Rhode Island,Pawtucket,560 Prospect St,0,0
30-Jan-17,Rhode Island,Providence,236 Lockwood St,0,1
29-Jan-17,Rhode Island,Providence,Robin St,0,0
26-Jan-17,Rhode Island,Providence,223 Whittier Ave,0,1
23-Jan-17,Rhode Island,Providence,Broad St and Gallup St,0,0
23-Jan-17,Rhode Island,Providence,860 Broad St,0,1
21-Jan-17,Rhode Island,Providence,Pembroke Ave,0,1
19-Jan-17,Rhode Island,Providence,Hartford Ave,0,0
18-Jan-17,Rhode Island,Providence,282 Hartford Ave,0,1
16-Jan-17,Rhode Island,North Kingstown,693 Dry Bridge Rd,0,0
16-Jan-17,Rhode Island,Providence,539 Charles St,0,1
14-Jan-17,Rhode Island,Woonsocket,Ascension St,0,0
13-Jan-17,Rhode Island,Providence,200 Charles St,0,0
9-Jan-17,Rhode Island,Providence,S Water St and Memorial Blvd,0,1
7-Jan-17,Rhode Island,Pawtucket,Prospect St,0,1
5-Jan-17,Rhode Island,Woonsocket,148 Bernon St,0,0
5-Jan-17,Rhode Island,Providence,Charles St,0,0
5-Jan-17,Rhode Island,Cranston,N/A,0,0
3-Jan-17,Rhode Island,Central Falls,1200 Block of High St,0,1
1-Jan-17,Rhode Island,Warren,Child St,0,0
30-Dec-16,Rhode Island,Coventry,211 Williams Crossing Road,0,1
29-Dec-16,Rhode Island,Providence,Gallup St,0,0
24-Dec-16,Rhode Island,Providence,26 Coggeshall St,0,1
24-Dec-16,Rhode Island,Johnston,75 Bishop Hill Road,1,0
23-Dec-16,Rhode Island,Providence,Crescent Street,0,0
22-Dec-16,Rhode Island,Cranston,Lawrence St,0,0
19-Dec-16,Rhode Island,Providence,Ledge St,0,0
17-Dec-16,Rhode Island,Providence,Niagara Street,0,1
13-Dec-16,Rhode Island,Providence,Douglas Ave,0,0
10-Dec-16,Rhode Island,Providence,122 Bath St,0,0
9-Dec-16,Rhode Island,Providence,302 Amherst St,1,0
4-Dec-16,Rhode Island,Providence,126 Lowell Ave,0,1
3-Dec-16,Rhode Island,Providence,Admiral St and Mowry St,0,1
1-Dec-16,Rhode Island,Pawtucket,2 Benefit St,0,1
26-Nov-16,Rhode Island,Providence,Mathewson and Washington Street,0,0
26-Nov-16,Rhode Island,Providence,1 Providence Place,0,0
26-Nov-16,Rhode Island,Providence,Bridgham Street,0,0
24-Nov-16,Rhode Island,Providence,200 block of Washington Avenue,0,0
23-Nov-16,Rhode Island,Providence,75 Duncan Avenue,0,0
22-Nov-16,Rhode Island,Providence,380 Orms St,0,0
21-Nov-16,Rhode Island,Providence,562 Cranston Street,1,0
20-Nov-16,Rhode Island,Providence,N/A,1,0
15-Nov-16,Rhode Island,Providence,June Street,0,1
14-Nov-16,Rhode Island,Cranston,N/A,0,0
13-Nov-16,Rhode Island,Providence,General St,0,0
13-Nov-16,Rhode Island,Pawtucket,132 Harrison St,0,0
12-Nov-16,Rhode Island,Pawtucket,198 Sisson St,1,0
12-Nov-16,Rhode Island,Pawtucket,Goff Ave and Pine St,0,0
12-Nov-16,Rhode Island,Providence,Morning Star Row and Friendship Street,0,2
8-Nov-16,Rhode Island,Pawtucket,Benefit Street,0,0
6-Nov-16,Rhode Island,Providence,559 Cranston St,0,1
1-Nov-16,Rhode Island,Providence,88 Althea Street,0,0
31-Oct-16,Rhode Island,Pawtucket,54 Harrison St,1,0
31-Oct-16,Rhode Island,Providence,114 Laban St,0,0
31-Oct-16,Rhode Island,Providence,Chalkstone Avenue and Geneva Street,0,0
30-Oct-16,Rhode Island,Providence,60 Job Street,0,0
29-Oct-16,Rhode Island,Providence,33 Stanwood Street,0,0
29-Oct-16,Rhode Island,Providence,Douglas Ave and Admiral St,0,0
28-Oct-16,Rhode Island,Providence,23 Barry Rd,0,0
28-Oct-16,Rhode Island,Providence,Marconi St,0,1
25-Oct-16,Rhode Island,Providence,Ayrault Street,0,0
25-Oct-16,Rhode Island,Pawtucket,Comstock Street,0,0
25-Oct-16,Rhode Island,Providence,35 Dartmouth Ave,0,0
25-Oct-16,Rhode Island,Providence,Melrose St,0,0
23-Oct-16,Rhode Island,Providence,Elmwood Avenue,0,0
22-Oct-16,Rhode Island,Providence,Silver Spring Street,0,1
22-Oct-16,Rhode Island,Providence,Veazie Street,0,0
20-Oct-16,Rhode Island,Providence,33 Hendrick Street,0,1
19-Oct-16,Rhode Island,Newport,Parkholm,0,0
19-Oct-16,Rhode Island,Providence,June Street,0,1
12-Oct-16,Rhode Island,Providence,Laban St,0,1
11-Oct-16,Rhode Island,Providence,Cypress and Camp Street,0,2
10-Oct-16,Rhode Island,Cranston,Westwood Avenue,0,0
2-Oct-16,Rhode Island,Providence,Chad Brown Street and Radcliffe Street,0,0
2-Oct-16,Rhode Island,Portsmouth,561 Boyds Lane,0,0
1-Oct-16,Rhode Island,Providence,48 Seabury Street,0,0
29-Sep-16,Rhode Island,Pawtucket,West Avenue and Sterry Street,0,2
29-Sep-16,Rhode Island,Warwick,123 Payton Avenue,0,0
29-Sep-16,Rhode Island,Coventry,202 Raccoon Run Road,0,0
26-Sep-16,Rhode Island,Providence,333 Adelaide Avenue,0,0
26-Sep-16,Rhode Island,Cranston,80 Metropolitan Ave,0,0
25-Sep-16,Rhode Island,Providence,549 Charles Street,0,1
24-Sep-16,Rhode Island,Pawtucket,66 Underwood St,1,0
24-Sep-16,Rhode Island,Providence,60 Hartford Avenue,0,1
22-Sep-16,Rhode Island,Providence,232 Lockwood Street,0,0
21-Sep-16,Rhode Island,Providence,155 Harold Street,0,0
20-Sep-16,Rhode Island,Providence,1422 Broad Street,0,0
19-Sep-16,Rhode Island,Providence,Candace and Goddard Street,0,1
16-Sep-16,Rhode Island,Providence,Westminster Street,0,0
15-Sep-16,Rhode Island,Providence,19 Bend St,0,0
12-Sep-16,Rhode Island,Providence,63 De Pasquale Square,0,0
11-Sep-16,Rhode Island,Providence,Manton Avenue and Sheridan Street,0,1
8-Sep-16,Rhode Island,Providence,Harvest and Robin,0,2
7-Sep-16,Rhode Island,Providence,18 Halsey Street,0,0
7-Sep-16,Rhode Island,Pawtucket,45 Anthony Avenue,0,2
4-Sep-16,Rhode Island,Providence,185 Pavilion Street,0,0
2-Sep-16,Rhode Island,Newport,Beach Tree and West Evans Street,0,0
2-Sep-16,Rhode Island,Warwick,Route 95,0,0
30-Aug-16,Rhode Island,Providence,Killingly Street,0,1
28-Aug-16,Rhode Island,Woonsocket,Read St,0,1
26-Aug-16,Rhode Island,Providence,73 Dexter St,0,0
24-Aug-16,Rhode Island,Providence,Broad Street,0,1
23-Aug-16,Rhode Island,Pawtucket,N/A,0,0
20-Aug-16,Rhode Island,Pawtucket,83 Fenner Street,0,1
19-Aug-16,Rhode Island,Providence,70 Alverson Avenue,0,0
18-Aug-16,Rhode Island,Providence,100 block of Garfield Avenue,0,0
18-Aug-16,Rhode Island,Providence,Lancashire Street,0,0
15-Aug-16,Rhode Island,Providence,963 Broad Street,0,1
12-Aug-16,Rhode Island,West Warwick,25 Prospect Hill Avenue,0,0
12-Aug-16,Rhode Island,Warwick,825 Sandy Lane,0,0
11-Aug-16,Rhode Island,Pawtucket,West Avenue and Jefferson Street,0,0
4-Aug-16,Rhode Island,Providence,Chalkstone Avenue and Pekin Street,0,0
3-Aug-16,Rhode Island,Providence,495 Pine Street,0,0
2-Aug-16,Rhode Island,Woonsocket,Rebekah Street,0,0
2-Aug-16,Rhode Island,Cranston,57 Garden City Drive,0,0
30-Jul-16,Rhode Island,Providence,Comstock Avenue,0,3
28-Jul-16,Rhode Island,Providence,536 Cranston Street,0,0
26-Jul-16,Rhode Island,Cranston,Cannon Street,0,0
23-Jul-16,Rhode Island,Providence,Sassafras Street,0,0
22-Jul-16,Rhode Island,Pawtucket,21 Garden Street,0,0
20-Jul-16,Rhode Island,Central Falls,86 Samoset Avenue,0,0
18-Jul-16,Rhode Island,Pawtucket,10 Carpenter Street,0,1
18-Jul-16,Rhode Island,Providence,Daboll and Updike Street,0,0
15-Jul-16,Rhode Island,Providence,18-20 Tell Street,0,1
12-Jul-16,Rhode Island,Providence,Douglas Avenue and Eaton Street,0,0
11-Jul-16,Rhode Island,Providence,501 Public Street,0,0
10-Jul-16,Rhode Island,Providence,501 Public Street,0,0
10-Jul-16,Rhode Island,Providence,501 Public Street,0,0
6-Jul-16,Rhode Island,Providence,304 Pearl Street,0,0
6-Jul-16,Rhode Island,Warwick,91 Harvard Avenue,0,0
5-Jul-16,Rhode Island,Providence,Cornplanter Row,0,1
4-Jul-16,Rhode Island,Providence,Douglas Avenue,0,0
2-Jul-16,Rhode Island,West Greenwich,Route 95,0,0
2-Jul-16,Rhode Island,Providence,136 Wadsworth Street,0,3
2-Jul-16,Rhode Island,Providence,610 Elmwood Avenue,0,1
1-Jul-16,Rhode Island,Providence,18 East Transit Street,0,1
1-Jul-16,Rhode Island,Woonsocket,292 Mowry Street,0,0
